code,name
603306,华懋科技
603308,应流股份
603317,天味食品
603319,美湖股份
603327,福蓉科技
603328,依顿电子
603337,杰克科技
603338,浙江鼎力
603341,龙旗科技
603345,安井食品
603355,莱克电气
603358,华达科技
603360,百傲化学
603369,今世缘
603376,大明电子
603379,三美股份
603392,万泰生物
603393,新天然气
603406,天富龙
603407,长裕集团
603435,C嘉德
603444,吉比特
603456,九洲药业
603459,红板科技
603486,科沃斯
603501,豪威集团
603505,金石资源
603515,欧普照明
603516,淳中科技
603529,爱玛科技
603530,神马电力
603533,掌阅科技
603538,美诺华
603556,海兴电力
603565,中谷物流
603568,伟明环保
603583,捷昌驱动
603588,高能环境
603589,口子窖
603596,伯特利
603599,广信股份
603601,再升科技
603605,珀莱雅
603606,东方电缆
603612,索通发展
603613,国联股份
603618,杭电股份
603619,中曼石油
603626,科森科技
603629,利通电子
603638,艾迪精密
603650,彤程新材
603658,安图生物
603659,璞泰来
603662,柯力传感
603663,三祥新材
603667,五洲新春
603678,火炬电子
603688,石英股份
603690,至纯科技
603693,江苏新能
603698,航天工程
603699,纽威股份
603707,健友股份
603712,七一二
603728,鸣志电器
603730,岱美股份
603733,仙鹤股份
603737,三棵树
603738,泰晶科技
603766,隆鑫通用
603773,沃格光电
603778,国晟科技
603786,科博达
603799,华友钴业
603800,洪田股份
603806,XD福斯特
603816,顾家家居
603823,百合花
603826,坤彩科技
603833,欧派家居
603858,步长制药
603859,能科科技
603868,飞科电器
603871,嘉友国际
603876,鼎胜新材
603881,数据港
603882,金域医学
603885,吉祥航空
603888,新华网
603890,春秋电子
603893,瑞芯微
603897,长城科技
603899,晨光股份
603906,龙蟠科技
603915,国茂股份
603919,金徽酒
603920,世运电路
603927,中科软
603929,亚翔集成
603931,格林达
603936,博敏电子
603938,三孚股份
603939,益丰药房
603950,长源东谷
603979,金诚信
603985,恒润股份
603986,兆易创新
603989,艾华集团
603991,至正股份
603992,松霖科技
603993,XD洛阳钼
603997,继峰股份
605006,山东玻纤
605020,永和股份
605060,联德股份
605090,九丰能源
605099,共创草坪
605111,新洁能
605117,德业股份
605118,力鼎光电
605123,派克新材
605133,嵘泰股份
605168,三人行
605196,华通线缆
605198,安德利
605222,起帆电缆
605255,天普股份
605289,罗曼股份
605296,神农集团
605298,必得科技
605318,法狮龙
605358,立昂微
605376,博迁新材
605389,DR长龄液
605488,福莱新材
605499,东鹏饮料
605507,国邦医药
605589,圣泉集团
605598,上海港湾
605599,菜百股份
688001,华兴源创
688002,睿创微纳
688003,天准科技
688005,容百科技
688006,杭可科技
688008,澜起科技
688009,中国通号
688012,中微公司
688016,心脉医疗
688017,绿的谐波
688018,乐鑫科技
688019,安集科技
688020,方邦股份
688025,杰普特
688027,国盾量子
688028,沃尔德
688029,南微医学
688031,星环科技
688032,禾迈股份
688035,德邦科技
688036,传音控股
688037,芯源微
688041,海光信息
688047,龙芯中科
688048,长光华芯
688052,纳芯微
688055,龙腾光电
688059,华锐精密
688062,迈威生物
688063,XD派能科
688065,凯赛生物
688072,拓荆科技
688082,盛美上海
688083,中望软件
688088,虹软科技
688090,瑞松科技
688091,上海谊众
688097,博众精工
688099,晶晨股份
688100,威胜信息
688102,斯瑞新材
688106,金宏气体
688107,安路科技
688110,东芯股份
688111,金山办公
688112,鼎阳科技
688114,华大智造
688116,天奈科技
688120,华海清科
688122,西部超导
688123,聚辰股份
688125,安达智能
688126,沪硅产业
688127,蓝特光学
688128,中国电研
688131,皓元医药
688138,清溢光电
688139,海尔生物
688141,杰华特
688143,长盈通
688146,中船特气
688147,微导纳米
688150,莱特光电
688153,唯捷创芯
688155,先惠技术
688158,优刻得
688160,步科股份
688161,威高骨科
688165,埃夫特
688166,博瑞医药
688167,炬光科技
688169,石头科技
688172,燕东微
688180,君实生物
688182,灿勤科技
688183,生益电子
688185,康希诺
688187,时代电气
688188,柏楚电子
688190,云路股份
688191,智洋创新
688192,迪哲医药
688195,腾景科技
688198,佰仁医疗
688200,华峰测控
688205,德科立
688206,概伦电子
688208,道通科技
688209,英集芯
688213,思特威
688220,翱捷科技
688222,成都先导
688223,晶科能源
688226,威腾电气
688231,隆达股份
688233,神工股份
688234,天岳先进
688235,百济神州
688239,航宇科技
688248,南网科技
688249,晶合集成
688256,寒武纪
688257,新锐股份
688258,卓易信息
688260,昀冢科技
688261,东微半导
688262,国芯科技
688266,泽璟制药
688268,华特气体
688271,联影医疗
688275,万润新能
688278,特宝生物
688279,峰岹科技
688281,华秦科技
688295,中复神鹰
688297,中无人机
688300,联瑞新材
688301,奕瑞科技
688303,大全能源
688306,均普智能
688308,欧科亿
688312,燕麦科技
688313,仕佳光子
688318,财富趋势
688319,欧林生物
688321,微芯生物
688322,奥比中光
688326,经纬恒润
688327,云从科技
688331,荣昌生物
688332,中科蓝讯
688333,铂力特
688336,三生国健
688337,普源精电
688343,云天励飞
688347,华虹公司
688349,三一重能
688351,微电生理
688352,颀中科技
688353,华盛锂电
688359,三孚新科
688361,中科飞测
688362,甬矽电子
688363,华熙生物
688368,晶丰明源
688371,菲沃泰
688372,伟测科技
688375,国博电子
688376,美埃科技
688378,奥来德
688380,中微半导
688381,帝奥微
688382,益方生物
688383,新益昌
688385,复旦微电
688387,信科移动
688388,嘉元科技
688390,固德威
688392,骄成超声
688396,华润微
688400,凌云光
688401,路维光电
688403,汇成股份
688409,富创精密
688411,海博思创
688416,恒烁股份
688425,铁建重工
688428,诺诚健华
688432,有研硅
688433,华曙高科
688439,振华风光
688443,智翔金泰
688449,联芸科技
688469,芯联集成
688472,阿特斯
688475,萤石网络
688478,晶升股份
688484,南芯科技
688486,龙迅股份
688498,源杰科技
688502,茂莱光学
688503,聚和材料
688506,百利天恒
688507,索辰科技
688508,芯朋微
688515,裕太微
688516,奥特维
688518,联赢激光
688519,南亚新材
688520,神州细胞
688521,芯原股份
688523,航天环宇
688525,佰维存储
688531,日联科技
688535,华海诚科
688536,思瑞浦
688538,和辉光电
688543,国科军工
688545,兴福电子
688548,广钢气体
688549,中巨芯
688552,航天南湖
688556,高测股份
688559,海目星
688561,奇安信
688563,航材股份
688567,孚能科技
688568,中科星图
688578,艾力斯
688582,芯动联科
688583,思看科技
688584,上海合晶
688585,上纬新材
688586,江航装备
688593,新相微
688596,XD正帆科
688599,天合光能
688603,天承科技
688605,先锋精科
688608,恒玄科技
688610,埃科光电
688611,杭州柯林
688612,威迈斯
688615,合合信息
688617,惠泰医疗
688625,呈和科技
688627,精智达
688628,优利德
688629,华丰科技
688630,芯碁微装
688635,N长进
688652,京仪装备
688660,电气风电
688661,XD和林微
688663,新风光
688668,鼎通科技
688676,金盘科技
688677,海泰新光
688686,奥普特
688690,纳微科技
688691,灿芯股份
688692,达梦数据
688697,纽威数控
688698,伟创电气
688700,东威科技
688702,盛科通信
688708,佳驰科技
688709,成都华微
688712,北芯生命
688717,艾罗能源
688726,拉普拉斯
688727,恒坤新材
688728,格科微
688729,屹唐股份
688757,胜科纳米
688759,必贝特
688765,禾元生物
688766,普冉股份
688772,珠海冠宇
688775,影石创新
688777,中控技术
688778,厦钨新能
688779,五矿新能
688781,视涯科技
688783,西安奕材
688785,恒运昌
688790,昂瑞微
688795,摩尔线程
688796,百奥赛图
688798,艾为电子
688800,瑞可达
688802,沐曦股份
688807,优迅股份
688808,联讯仪器
688809,强一股份
688811,有研复材
688813,泰金新能
688818,电科蓝天
688819,天能股份
688820,盛合晶微
688981,中芯国际
920045,蘅东光
920068,天工股份
920116,星图测控
920125,鸿仕达
920178,锐翔智能
920185,贝特瑞
920186,中科仪
920438,戈碧迦
920808,曙光数创
920982,锦波生物
